Cultivo;Campaña;Provincia;Departamento;idProvincia;idDepartamento;"Sup. Sembrada";"Sup. Cosechada";Producción;Rendimiento
"Trigo total";1998/99;"BUENOS AIRES";"GENERAL PINTO";6;351;18000;18000;58000;3222
"Trigo total";1999/00;"BUENOS AIRES";"GENERAL PINTO";6;351;24000;24000;75000;3125
"Trigo total";2000/01;"BUENOS AIRES";"GENERAL PINTO";6;351;17000;17000;45000;2647
"Trigo total";2001/02;"BUENOS AIRES";"GENERAL PINTO";6;351;15000;13500;32500;2407
"Trigo total";2002/03;"BUENOS AIRES";"GENERAL PINTO";6;351;12000;11040;27600;2500
"Trigo total";2003/04;"BUENOS AIRES";"GENERAL PINTO";6;351;12000;11200;36960;3300
"Trigo total";2004/05;"BUENOS AIRES";"GENERAL PINTO";6;351;12000;12000;37200;3100
"Trigo total";2005/06;"BUENOS AIRES";"GENERAL PINTO";6;351;10000;10000;38000;3800
"Trigo total";2006/07;"BUENOS AIRES";"GENERAL PINTO";6;351;31000;31000;130200;4200
"Trigo total";2007/08;"BUENOS AIRES";"GENERAL PINTO";6;351;32500;32500;130000;4000
"Trigo total";2008/09;"BUENOS AIRES";"GENERAL PINTO";6;351;30000;30000;99000;3300
"Trigo total";2009/10;"BUENOS AIRES";"GENERAL PINTO";6;351;20120;20120;51480;2559
"Trigo total";2010/11;"BUENOS AIRES";"GENERAL PINTO";6;351;21600;21600;100380;4647
"Trigo total";2011/12;"BUENOS AIRES";"GENERAL PINTO";6;351;22500;22300;80280;3600
"Trigo total";2012/13;"BUENOS AIRES";"GENERAL PINTO";6;351;8200;7360;22080;3000
"Trigo total";2013/14;"BUENOS AIRES";"GENERAL PINTO";6;351;9000;8900;29370;3300
"Trigo total";2014/15;"BUENOS AIRES";"GENERAL PINTO";6;351;32000;32000;124800;3900
"Trigo total";2015/16;"BUENOS AIRES";"GENERAL PINTO";6;351;19070;16200;64800;4000
"Trigo total";2016/17;"BUENOS AIRES";"GENERAL PINTO";6;351;42300;38020;159684;4200
"Trigo total";2017/18;"BUENOS AIRES";"GENERAL PINTO";6;351;26050;25800;100620;3900
"Trigo total";2018/19;"BUENOS AIRES";"GENERAL PINTO";6;351;35125;33625;134500;4000
"Trigo total";2019/20;"BUENOS AIRES";"GENERAL PINTO";6;351;45000;43936;164760;3750
"Trigo total";2020/21;"BUENOS AIRES";"GENERAL PINTO";6;351;45300;44400;164280;3700
"Trigo total";2021/22;"BUENOS AIRES";"GENERAL PINTO";6;351;40500;39500;134300;3400
