,precipitacion,Campaña,mes,Cultivo,idProvincia,idDepartamento,Sup_Sembrada,Sup_Cosechada,Producción,Rendimiento
5820,2.0,1988/89,8.0,Centeno,6,469,6000,1000.0,700.0,700.0
5854,2.0,1988/89,8.0,Girasol,6,210,1000,1000.0,2000.0,2000.0
5884,2.0,1988/89,8.0,Girasol,6,413,4500,4500.0,10400.0,2311.0
5888,2.0,1988/89,8.0,Girasol,6,462,9500,9500.0,20000.0,2105.0
5889,2.0,1988/89,8.0,Girasol,6,469,38500,38000.0,72200.0,1900.0
5911,2.0,1988/89,8.0,Girasol,6,686,1000,1000.0,2200.0,2200.0
5916,2.0,1988/89,8.0,Girasol,6,714,1000,1000.0,2000.0,2000.0
5976,2.0,1988/89,8.0,Lino,6,469,100,100.0,90.0,900.0
6028,2.0,1988/89,8.0,Maíz,6,210,21000,21000.0,91000.0,4333.0
6058,2.0,1988/89,8.0,Maíz,6,413,29400,29400.0,127000.0,4320.0
6062,2.0,1988/89,8.0,Maíz,6,462,11000,11000.0,28000.0,2545.0
6063,2.0,1988/89,8.0,Maíz,6,469,24000,19000.0,65000.0,3421.0
6085,2.0,1988/89,8.0,Maíz,6,686,19500,18500.0,71000.0,3838.0
6090,2.0,1988/89,8.0,Maíz,6,714,22000,21000.0,72000.0,3429.0
6122,2.0,1988/89,8.0,Mijo,6,469,2000,1290.0,1430.0,1109.0
6185,2.0,1988/89,8.0,Soja total,6,210,49000,49000.0,85000.0,1735.0
6208,2.0,1988/89,8.0,Soja total,6,413,54000,54000.0,92000.0,1704.0
6210,2.0,1988/89,8.0,Soja total,6,462,20000,20000.0,34000.0,1700.0
6211,2.0,1988/89,8.0,Soja total,6,469,33000,32400.0,62000.0,1914.0
6228,2.0,1988/89,8.0,Soja total,6,686,51000,51000.0,100000.0,1961.0
6231,2.0,1988/89,8.0,Soja total,6,714,72000,72000.0,125000.0,1736.0
6276,2.0,1988/89,8.0,Sorgo,6,462,2000,0.0,0.0,0.0
6277,2.0,1988/89,8.0,Sorgo,6,469,5000,4800.0,20000.0,4167.0
6334,2.0,1988/89,8.0,Trigo total,6,210,24500,24500.0,61250.0,2500.0
6363,2.0,1988/89,8.0,Trigo total,6,413,36500,36500.0,78000.0,2137.0
6367,2.0,1988/89,8.0,Trigo total,6,462,17000,17000.0,37000.0,2176.0
6368,2.0,1988/89,8.0,Trigo total,6,469,30000,25500.0,48000.0,1882.0
6390,2.0,1988/89,8.0,Trigo total,6,686,39000,39000.0,90000.0,2308.0
6395,2.0,1988/89,8.0,Trigo total,6,714,43000,43000.0,95000.0,2209.0
6427,68.4,1988/89,9.0,Alpiste,6,462,50,50.0,70.0,1400.0
6428,68.4,1988/89,9.0,Alpiste,6,469,150,130.0,190.0,1462.0
6437,68.4,1988/89,9.0,Alpiste,6,686,200,200.0,300.0,1500.0
6451,68.4,1988/89,9.0,Cebada cervecera,6,210,440,440.0,1350.0,3068.0
6462,68.4,1988/89,9.0,Cebada cervecera,6,413,60,60.0,150.0,2500.0
6463,68.4,1988/89,9.0,Cebada cervecera,6,462,2500,2500.0,7000.0,2800.0
6464,68.4,1988/89,9.0,Cebada cervecera,6,469,1100,1000.0,2200.0,2200.0
6523,68.4,1988/89,9.0,Centeno,6,462,1000,0.0,0.0,0.0
6524,68.4,1988/89,9.0,Centeno,6,469,6000,1000.0,700.0,700.0
6558,68.4,1988/89,9.0,Girasol,6,210,1000,1000.0,2000.0,2000.0
6588,68.4,1988/89,9.0,Girasol,6,413,4500,4500.0,10400.0,2311.0
6592,68.4,1988/89,9.0,Girasol,6,462,9500,9500.0,20000.0,2105.0
6593,68.4,1988/89,9.0,Girasol,6,469,38500,38000.0,72200.0,1900.0
6615,68.4,1988/89,9.0,Girasol,6,686,1000,1000.0,2200.0,2200.0
6620,68.4,1988/89,9.0,Girasol,6,714,1000,1000.0,2000.0,2000.0
6680,68.4,1988/89,9.0,Lino,6,469,100,100.0,90.0,900.0
6732,68.4,1988/89,9.0,Maíz,6,210,21000,21000.0,91000.0,4333.0
6762,68.4,1988/89,9.0,Maíz,6,413,29400,29400.0,127000.0,4320.0
6766,68.4,1988/89,9.0,Maíz,6,462,11000,11000.0,28000.0,2545.0
6767,68.4,1988/89,9.0,Maíz,6,469,24000,19000.0,65000.0,3421.0
6789,68.4,1988/89,9.0,Maíz,6,686,19500,18500.0,71000.0,3838.0
6794,68.4,1988/89,9.0,Maíz,6,714,22000,21000.0,72000.0,3429.0
6826,68.4,1988/89,9.0,Mijo,6,469,2000,1290.0,1430.0,1109.0
6889,68.4,1988/89,9.0,Soja total,6,210,49000,49000.0,85000.0,1735.0
6912,68.4,1988/89,9.0,Soja total,6,413,54000,54000.0,92000.0,1704.0
6914,68.4,1988/89,9.0,Soja total,6,462,20000,20000.0,34000.0,1700.0
6915,68.4,1988/89,9.0,Soja total,6,469,33000,32400.0,62000.0,1914.0
6932,68.4,1988/89,9.0,Soja total,6,686,51000,51000.0,100000.0,1961.0
6935,68.4,1988/89,9.0,Soja total,6,714,72000,72000.0,125000.0,1736.0
6980,68.4,1988/89,9.0,Sorgo,6,462,2000,0.0,0.0,0.0
6981,68.4,1988/89,9.0,Sorgo,6,469,5000,4800.0,20000.0,4167.0
7038,68.4,1988/89,9.0,Trigo total,6,210,24500,24500.0,61250.0,2500.0
7067,68.4,1988/89,9.0,Trigo total,6,413,36500,36500.0,78000.0,2137.0
7071,68.4,1988/89,9.0,Trigo total,6,462,17000,17000.0,37000.0,2176.0
7072,68.4,1988/89,9.0,Trigo total,6,469,30000,25500.0,48000.0,1882.0
7094,68.4,1988/89,9.0,Trigo total,6,686,39000,39000.0,90000.0,2308.0
7099,68.4,1988/89,9.0,Trigo total,6,714,43000,43000.0,95000.0,2209.0
7131,56.7,1988/89,10.0,Alpiste,6,462,50,50.0,70.0,1400.0
7132,56.7,1988/89,10.0,Alpiste,6,469,150,130.0,190.0,1462.0
7141,56.7,1988/89,10.0,Alpiste,6,686,200,200.0,300.0,1500.0
7155,56.7,1988/89,10.0,Cebada cervecera,6,210,440,440.0,1350.0,3068.0
7166,56.7,1988/89,10.0,Cebada cervecera,6,413,60,60.0,150.0,2500.0
7167,56.7,1988/89,10.0,Cebada cervecera,6,462,2500,2500.0,7000.0,2800.0
7168,56.7,1988/89,10.0,Cebada cervecera,6,469,1100,1000.0,2200.0,2200.0
7227,56.7,1988/89,10.0,Centeno,6,462,1000,0.0,0.0,0.0
7228,56.7,1988/89,10.0,Centeno,6,469,6000,1000.0,700.0,700.0
7262,56.7,1988/89,10.0,Girasol,6,210,1000,1000.0,2000.0,2000.0
7292,56.7,1988/89,10.0,Girasol,6,413,4500,4500.0,10400.0,2311.0
7296,56.7,1988/89,10.0,Girasol,6,462,9500,9500.0,20000.0,2105.0
7297,56.7,1988/89,10.0,Girasol,6,469,38500,38000.0,72200.0,1900.0
7319,56.7,1988/89,10.0,Girasol,6,686,1000,1000.0,2200.0,2200.0
7324,56.7,1988/89,10.0,Girasol,6,714,1000,1000.0,2000.0,2000.0
7384,56.7,1988/89,10.0,Lino,6,469,100,100.0,90.0,900.0
7436,56.7,1988/89,10.0,Maíz,6,210,21000,21000.0,91000.0,4333.0
7466,56.7,1988/89,10.0,Maíz,6,413,29400,29400.0,127000.0,4320.0
7470,56.7,1988/89,10.0,Maíz,6,462,11000,11000.0,28000.0,2545.0
7471,56.7,1988/89,10.0,Maíz,6,469,24000,19000.0,65000.0,3421.0
7493,56.7,1988/89,10.0,Maíz,6,686,19500,18500.0,71000.0,3838.0
7498,56.7,1988/89,10.0,Maíz,6,714,22000,21000.0,72000.0,3429.0
7530,56.7,1988/89,10.0,Mijo,6,469,2000,1290.0,1430.0,1109.0
7593,56.7,1988/89,10.0,Soja total,6,210,49000,49000.0,85000.0,1735.0
7616,56.7,1988/89,10.0,Soja total,6,413,54000,54000.0,92000.0,1704.0
7618,56.7,1988/89,10.0,Soja total,6,462,20000,20000.0,34000.0,1700.0
7619,56.7,1988/89,10.0,Soja total,6,469,33000,32400.0,62000.0,1914.0
7636,56.7,1988/89,10.0,Soja total,6,686,51000,51000.0,100000.0,1961.0
7639,56.7,1988/89,10.0,Soja total,6,714,72000,72000.0,125000.0,1736.0
7684,56.7,1988/89,10.0,Sorgo,6,462,2000,0.0,0.0,0.0
7685,56.7,1988/89,10.0,Sorgo,6,469,5000,4800.0,20000.0,4167.0
7742,56.7,1988/89,10.0,Trigo total,6,210,24500,24500.0,61250.0,2500.0
7771,56.7,1988/89,10.0,Trigo total,6,413,36500,36500.0,78000.0,2137.0
7775,56.7,1988/89,10.0,Trigo total,6,462,17000,17000.0,37000.0,2176.0
7776,56.7,1988/89,10.0,Trigo total,6,469,30000,25500.0,48000.0,1882.0
7798,56.7,1988/89,10.0,Trigo total,6,686,39000,39000.0,90000.0,2308.0
7803,56.7,1988/89,10.0,Trigo total,6,714,43000,43000.0,95000.0,2209.0
7835,36.00000000000001,1988/89,11.0,Alpiste,6,462,50,50.0,70.0,1400.0
7836,36.00000000000001,1988/89,11.0,Alpiste,6,469,150,130.0,190.0,1462.0
7845,36.00000000000001,1988/89,11.0,Alpiste,6,686,200,200.0,300.0,1500.0
7859,36.00000000000001,1988/89,11.0,Cebada cervecera,6,210,440,440.0,1350.0,3068.0
7870,36.00000000000001,1988/89,11.0,Cebada cervecera,6,413,60,60.0,150.0,2500.0
7871,36.00000000000001,1988/89,11.0,Cebada cervecera,6,462,2500,2500.0,7000.0,2800.0
7872,36.00000000000001,1988/89,11.0,Cebada cervecera,6,469,1100,1000.0,2200.0,2200.0
7931,36.00000000000001,1988/89,11.0,Centeno,6,462,1000,0.0,0.0,0.0
7932,36.00000000000001,1988/89,11.0,Centeno,6,469,6000,1000.0,700.0,700.0
7966,36.00000000000001,1988/89,11.0,Girasol,6,210,1000,1000.0,2000.0,2000.0
7996,36.00000000000001,1988/89,11.0,Girasol,6,413,4500,4500.0,10400.0,2311.0
8000,36.00000000000001,1988/89,11.0,Girasol,6,462,9500,9500.0,20000.0,2105.0
8001,36.00000000000001,1988/89,11.0,Girasol,6,469,38500,38000.0,72200.0,1900.0
8023,36.00000000000001,1988/89,11.0,Girasol,6,686,1000,1000.0,2200.0,2200.0
8028,36.00000000000001,1988/89,11.0,Girasol,6,714,1000,1000.0,2000.0,2000.0
8088,36.00000000000001,1988/89,11.0,Lino,6,469,100,100.0,90.0,900.0
8140,36.00000000000001,1988/89,11.0,Maíz,6,210,21000,21000.0,91000.0,4333.0
8170,36.00000000000001,1988/89,11.0,Maíz,6,413,29400,29400.0,127000.0,4320.0
8174,36.00000000000001,1988/89,11.0,Maíz,6,462,11000,11000.0,28000.0,2545.0
8175,36.00000000000001,1988/89,11.0,Maíz,6,469,24000,19000.0,65000.0,3421.0
8197,36.00000000000001,1988/89,11.0,Maíz,6,686,19500,18500.0,71000.0,3838.0
8202,36.00000000000001,1988/89,11.0,Maíz,6,714,22000,21000.0,72000.0,3429.0
8234,36.00000000000001,1988/89,11.0,Mijo,6,469,2000,1290.0,1430.0,1109.0
8297,36.00000000000001,1988/89,11.0,Soja total,6,210,49000,49000.0,85000.0,1735.0
8320,36.00000000000001,1988/89,11.0,Soja total,6,413,54000,54000.0,92000.0,1704.0
8322,36.00000000000001,1988/89,11.0,Soja total,6,462,20000,20000.0,34000.0,1700.0
8323,36.00000000000001,1988/89,11.0,Soja total,6,469,33000,32400.0,62000.0,1914.0
8340,36.00000000000001,1988/89,11.0,Soja total,6,686,51000,51000.0,100000.0,1961.0
8343,36.00000000000001,1988/89,11.0,Soja total,6,714,72000,72000.0,125000.0,1736.0
8388,36.00000000000001,1988/89,11.0,Sorgo,6,462,2000,0.0,0.0,0.0
8389,36.00000000000001,1988/89,11.0,Sorgo,6,469,5000,4800.0,20000.0,4167.0
8446,36.00000000000001,1988/89,11.0,Trigo total,6,210,24500,24500.0,61250.0,2500.0
8475,36.00000000000001,1988/89,11.0,Trigo total,6,413,36500,36500.0,78000.0,2137.0
8479,36.00000000000001,1988/89,11.0,Trigo total,6,462,17000,17000.0,37000.0,2176.0
8480,36.00000000000001,1988/89,11.0,Trigo total,6,469,30000,25500.0,48000.0,1882.0
8502,36.00000000000001,1988/89,11.0,Trigo total,6,686,39000,39000.0,90000.0,2308.0
8507,36.00000000000001,1988/89,11.0,Trigo total,6,714,43000,43000.0,95000.0,2209.0
8539,82.8,1988/89,12.0,Alpiste,6,462,50,50.0,70.0,1400.0
8540,82.8,1988/89,12.0,Alpiste,6,469,150,130.0,190.0,1462.0
8549,82.8,1988/89,12.0,Alpiste,6,686,200,200.0,300.0,1500.0
8563,82.8,1988/89,12.0,Cebada cervecera,6,210,440,440.0,1350.0,3068.0
8574,82.8,1988/89,12.0,Cebada cervecera,6,413,60,60.0,150.0,2500.0
8575,82.8,1988/89,12.0,Cebada cervecera,6,462,2500,2500.0,7000.0,2800.0
8576,82.8,1988/89,12.0,Cebada cervecera,6,469,1100,1000.0,2200.0,2200.0
8635,82.8,1988/89,12.0,Centeno,6,462,1000,0.0,0.0,0.0
8636,82.8,1988/89,12.0,Centeno,6,469,6000,1000.0,700.0,700.0
8670,82.8,1988/89,12.0,Girasol,6,210,1000,1000.0,2000.0,2000.0
8700,82.8,1988/89,12.0,Girasol,6,413,4500,4500.0,10400.0,2311.0
8704,82.8,1988/89,12.0,Girasol,6,462,9500,9500.0,20000.0,2105.0
8705,82.8,1988/89,12.0,Girasol,6,469,38500,38000.0,72200.0,1900.0
8727,82.8,1988/89,12.0,Girasol,6,686,1000,1000.0,2200.0,2200.0
8732,82.8,1988/89,12.0,Girasol,6,714,1000,1000.0,2000.0,2000.0
8792,82.8,1988/89,12.0,Lino,6,469,100,100.0,90.0,900.0
8844,82.8,1988/89,12.0,Maíz,6,210,21000,21000.0,91000.0,4333.0
8874,82.8,1988/89,12.0,Maíz,6,413,29400,29400.0,127000.0,4320.0
8878,82.8,1988/89,12.0,Maíz,6,462,11000,11000.0,28000.0,2545.0
8879,82.8,1988/89,12.0,Maíz,6,469,24000,19000.0,65000.0,3421.0
8901,82.8,1988/89,12.0,Maíz,6,686,19500,18500.0,71000.0,3838.0
8906,82.8,1988/89,12.0,Maíz,6,714,22000,21000.0,72000.0,3429.0
8938,82.8,1988/89,12.0,Mijo,6,469,2000,1290.0,1430.0,1109.0
9001,82.8,1988/89,12.0,Soja total,6,210,49000,49000.0,85000.0,1735.0
9024,82.8,1988/89,12.0,Soja total,6,413,54000,54000.0,92000.0,1704.0
9026,82.8,1988/89,12.0,Soja total,6,462,20000,20000.0,34000.0,1700.0
9027,82.8,1988/89,12.0,Soja total,6,469,33000,32400.0,62000.0,1914.0
9044,82.8,1988/89,12.0,Soja total,6,686,51000,51000.0,100000.0,1961.0
9047,82.8,1988/89,12.0,Soja total,6,714,72000,72000.0,125000.0,1736.0
9092,82.8,1988/89,12.0,Sorgo,6,462,2000,0.0,0.0,0.0
9093,82.8,1988/89,12.0,Sorgo,6,469,5000,4800.0,20000.0,4167.0
9150,82.8,1988/89,12.0,Trigo total,6,210,24500,24500.0,61250.0,2500.0
9179,82.8,1988/89,12.0,Trigo total,6,413,36500,36500.0,78000.0,2137.0
9183,82.8,1988/89,12.0,Trigo total,6,462,17000,17000.0,37000.0,2176.0
9184,82.8,1988/89,12.0,Trigo total,6,469,30000,25500.0,48000.0,1882.0
9206,82.8,1988/89,12.0,Trigo total,6,686,39000,39000.0,90000.0,2308.0
9211,82.8,1988/89,12.0,Trigo total,6,714,43000,43000.0,95000.0,2209.0
9243,112.8,1988/89,1.0,Alpiste,6,462,50,50.0,70.0,1400.0
9244,112.8,1988/89,1.0,Alpiste,6,469,150,130.0,190.0,1462.0
9253,112.8,1988/89,1.0,Alpiste,6,686,200,200.0,300.0,1500.0
9267,112.8,1988/89,1.0,Cebada cervecera,6,210,440,440.0,1350.0,3068.0
9278,112.8,1988/89,1.0,Cebada cervecera,6,413,60,60.0,150.0,2500.0
9279,112.8,1988/89,1.0,Cebada cervecera,6,462,2500,2500.0,7000.0,2800.0
9280,112.8,1988/89,1.0,Cebada cervecera,6,469,1100,1000.0,2200.0,2200.0
9339,112.8,1988/89,1.0,Centeno,6,462,1000,0.0,0.0,0.0
9340,112.8,1988/89,1.0,Centeno,6,469,6000,1000.0,700.0,700.0
9374,112.8,1988/89,1.0,Girasol,6,210,1000,1000.0,2000.0,2000.0
9404,112.8,1988/89,1.0,Girasol,6,413,4500,4500.0,10400.0,2311.0
9408,112.8,1988/89,1.0,Girasol,6,462,9500,9500.0,20000.0,2105.0
9409,112.8,1988/89,1.0,Girasol,6,469,38500,38000.0,72200.0,1900.0
9431,112.8,1988/89,1.0,Girasol,6,686,1000,1000.0,2200.0,2200.0
9436,112.8,1988/89,1.0,Girasol,6,714,1000,1000.0,2000.0,2000.0
9496,112.8,1988/89,1.0,Lino,6,469,100,100.0,90.0,900.0
9548,112.8,1988/89,1.0,Maíz,6,210,21000,21000.0,91000.0,4333.0
9578,112.8,1988/89,1.0,Maíz,6,413,29400,29400.0,127000.0,4320.0
9582,112.8,1988/89,1.0,Maíz,6,462,11000,11000.0,28000.0,2545.0
9583,112.8,1988/89,1.0,Maíz,6,469,24000,19000.0,65000.0,3421.0
9605,112.8,1988/89,1.0,Maíz,6,686,19500,18500.0,71000.0,3838.0
9610,112.8,1988/89,1.0,Maíz,6,714,22000,21000.0,72000.0,3429.0
9642,112.8,1988/89,1.0,Mijo,6,469,2000,1290.0,1430.0,1109.0
9705,112.8,1988/89,1.0,Soja total,6,210,49000,49000.0,85000.0,1735.0
9728,112.8,1988/89,1.0,Soja total,6,413,54000,54000.0,92000.0,1704.0
9730,112.8,1988/89,1.0,Soja total,6,462,20000,20000.0,34000.0,1700.0
9731,112.8,1988/89,1.0,Soja total,6,469,33000,32400.0,62000.0,1914.0
9748,112.8,1988/89,1.0,Soja total,6,686,51000,51000.0,100000.0,1961.0
9751,112.8,1988/89,1.0,Soja total,6,714,72000,72000.0,125000.0,1736.0
9796,112.8,1988/89,1.0,Sorgo,6,462,2000,0.0,0.0,0.0
9797,112.8,1988/89,1.0,Sorgo,6,469,5000,4800.0,20000.0,4167.0
9854,112.8,1988/89,1.0,Trigo total,6,210,24500,24500.0,61250.0,2500.0
9883,112.8,1988/89,1.0,Trigo total,6,413,36500,36500.0,78000.0,2137.0
9887,112.8,1988/89,1.0,Trigo total,6,462,17000,17000.0,37000.0,2176.0
9888,112.8,1988/89,1.0,Trigo total,6,469,30000,25500.0,48000.0,1882.0
9910,112.8,1988/89,1.0,Trigo total,6,686,39000,39000.0,90000.0,2308.0
9915,112.8,1988/89,1.0,Trigo total,6,714,43000,43000.0,95000.0,2209.0
9947,130.2,1988/89,2.0,Alpiste,6,462,50,50.0,70.0,1400.0
9948,130.2,1988/89,2.0,Alpiste,6,469,150,130.0,190.0,1462.0
9957,130.2,1988/89,2.0,Alpiste,6,686,200,200.0,300.0,1500.0
9971,130.2,1988/89,2.0,Cebada cervecera,6,210,440,440.0,1350.0,3068.0
9982,130.2,1988/89,2.0,Cebada cervecera,6,413,60,60.0,150.0,2500.0
9983,130.2,1988/89,2.0,Cebada cervecera,6,462,2500,2500.0,7000.0,2800.0
9984,130.2,1988/89,2.0,Cebada cervecera,6,469,1100,1000.0,2200.0,2200.0
10043,130.2,1988/89,2.0,Centeno,6,462,1000,0.0,0.0,0.0
10044,130.2,1988/89,2.0,Centeno,6,469,6000,1000.0,700.0,700.0
10078,130.2,1988/89,2.0,Girasol,6,210,1000,1000.0,2000.0,2000.0
10108,130.2,1988/89,2.0,Girasol,6,413,4500,4500.0,10400.0,2311.0
10112,130.2,1988/89,2.0,Girasol,6,462,9500,9500.0,20000.0,2105.0
10113,130.2,1988/89,2.0,Girasol,6,469,38500,38000.0,72200.0,1900.0
10135,130.2,1988/89,2.0,Girasol,6,686,1000,1000.0,2200.0,2200.0
10140,130.2,1988/89,2.0,Girasol,6,714,1000,1000.0,2000.0,2000.0
10200,130.2,1988/89,2.0,Lino,6,469,100,100.0,90.0,900.0
10252,130.2,1988/89,2.0,Maíz,6,210,21000,21000.0,91000.0,4333.0
10282,130.2,1988/89,2.0,Maíz,6,413,29400,29400.0,127000.0,4320.0
10286,130.2,1988/89,2.0,Maíz,6,462,11000,11000.0,28000.0,2545.0
10287,130.2,1988/89,2.0,Maíz,6,469,24000,19000.0,65000.0,3421.0
10309,130.2,1988/89,2.0,Maíz,6,686,19500,18500.0,71000.0,3838.0
10314,130.2,1988/89,2.0,Maíz,6,714,22000,21000.0,72000.0,3429.0
10346,130.2,1988/89,2.0,Mijo,6,469,2000,1290.0,1430.0,1109.0
10409,130.2,1988/89,2.0,Soja total,6,210,49000,49000.0,85000.0,1735.0
10432,130.2,1988/89,2.0,Soja total,6,413,54000,54000.0,92000.0,1704.0
10434,130.2,1988/89,2.0,Soja total,6,462,20000,20000.0,34000.0,1700.0
10435,130.2,1988/89,2.0,Soja total,6,469,33000,32400.0,62000.0,1914.0
10452,130.2,1988/89,2.0,Soja total,6,686,51000,51000.0,100000.0,1961.0
10455,130.2,1988/89,2.0,Soja total,6,714,72000,72000.0,125000.0,1736.0
10500,130.2,1988/89,2.0,Sorgo,6,462,2000,0.0,0.0,0.0
10501,130.2,1988/89,2.0,Sorgo,6,469,5000,4800.0,20000.0,4167.0
10558,130.2,1988/89,2.0,Trigo total,6,210,24500,24500.0,61250.0,2500.0
10587,130.2,1988/89,2.0,Trigo total,6,413,36500,36500.0,78000.0,2137.0
10591,130.2,1988/89,2.0,Trigo total,6,462,17000,17000.0,37000.0,2176.0
10592,130.2,1988/89,2.0,Trigo total,6,469,30000,25500.0,48000.0,1882.0
10614,130.2,1988/89,2.0,Trigo total,6,686,39000,39000.0,90000.0,2308.0
10619,130.2,1988/89,2.0,Trigo total,6,714,43000,43000.0,95000.0,2209.0
10651,174.3,1988/89,3.0,Alpiste,6,462,50,50.0,70.0,1400.0
10652,174.3,1988/89,3.0,Alpiste,6,469,150,130.0,190.0,1462.0
10661,174.3,1988/89,3.0,Alpiste,6,686,200,200.0,300.0,1500.0
10675,174.3,1988/89,3.0,Cebada cervecera,6,210,440,440.0,1350.0,3068.0
10686,174.3,1988/89,3.0,Cebada cervecera,6,413,60,60.0,150.0,2500.0
10687,174.3,1988/89,3.0,Cebada cervecera,6,462,2500,2500.0,7000.0,2800.0
10688,174.3,1988/89,3.0,Cebada cervecera,6,469,1100,1000.0,2200.0,2200.0
10747,174.3,1988/89,3.0,Centeno,6,462,1000,0.0,0.0,0.0
10748,174.3,1988/89,3.0,Centeno,6,469,6000,1000.0,700.0,700.0
10782,174.3,1988/89,3.0,Girasol,6,210,1000,1000.0,2000.0,2000.0
10812,174.3,1988/89,3.0,Girasol,6,413,4500,4500.0,10400.0,2311.0
10816,174.3,1988/89,3.0,Girasol,6,462,9500,9500.0,20000.0,2105.0
10817,174.3,1988/89,3.0,Girasol,6,469,38500,38000.0,72200.0,1900.0
10839,174.3,1988/89,3.0,Girasol,6,686,1000,1000.0,2200.0,2200.0
10844,174.3,1988/89,3.0,Girasol,6,714,1000,1000.0,2000.0,2000.0
10904,174.3,1988/89,3.0,Lino,6,469,100,100.0,90.0,900.0
10956,174.3,1988/89,3.0,Maíz,6,210,21000,21000.0,91000.0,4333.0
10986,174.3,1988/89,3.0,Maíz,6,413,29400,29400.0,127000.0,4320.0
10990,174.3,1988/89,3.0,Maíz,6,462,11000,11000.0,28000.0,2545.0
10991,174.3,1988/89,3.0,Maíz,6,469,24000,19000.0,65000.0,3421.0
11013,174.3,1988/89,3.0,Maíz,6,686,19500,18500.0,71000.0,3838.0
11018,174.3,1988/89,3.0,Maíz,6,714,22000,21000.0,72000.0,3429.0
11050,174.3,1988/89,3.0,Mijo,6,469,2000,1290.0,1430.0,1109.0
11113,174.3,1988/89,3.0,Soja total,6,210,49000,49000.0,85000.0,1735.0
11136,174.3,1988/89,3.0,Soja total,6,413,54000,54000.0,92000.0,1704.0
11138,174.3,1988/89,3.0,Soja total,6,462,20000,20000.0,34000.0,1700.0
11139,174.3,1988/89,3.0,Soja total,6,469,33000,32400.0,62000.0,1914.0
11156,174.3,1988/89,3.0,Soja total,6,686,51000,51000.0,100000.0,1961.0
11159,174.3,1988/89,3.0,Soja total,6,714,72000,72000.0,125000.0,1736.0
11204,174.3,1988/89,3.0,Sorgo,6,462,2000,0.0,0.0,0.0
11205,174.3,1988/89,3.0,Sorgo,6,469,5000,4800.0,20000.0,4167.0
11262,174.3,1988/89,3.0,Trigo total,6,210,24500,24500.0,61250.0,2500.0
11291,174.3,1988/89,3.0,Trigo total,6,413,36500,36500.0,78000.0,2137.0
11295,174.3,1988/89,3.0,Trigo total,6,462,17000,17000.0,37000.0,2176.0
11296,174.3,1988/89,3.0,Trigo total,6,469,30000,25500.0,48000.0,1882.0
11318,174.3,1988/89,3.0,Trigo total,6,686,39000,39000.0,90000.0,2308.0
11323,174.3,1988/89,3.0,Trigo total,6,714,43000,43000.0,95000.0,2209.0
11355,79.0,1988/89,4.0,Alpiste,6,462,50,50.0,70.0,1400.0
11356,79.0,1988/89,4.0,Alpiste,6,469,150,130.0,190.0,1462.0
11365,79.0,1988/89,4.0,Alpiste,6,686,200,200.0,300.0,1500.0
11379,79.0,1988/89,4.0,Cebada cervecera,6,210,440,440.0,1350.0,3068.0
11390,79.0,1988/89,4.0,Cebada cervecera,6,413,60,60.0,150.0,2500.0
11391,79.0,1988/89,4.0,Cebada cervecera,6,462,2500,2500.0,7000.0,2800.0
11392,79.0,1988/89,4.0,Cebada cervecera,6,469,1100,1000.0,2200.0,2200.0
11451,79.0,1988/89,4.0,Centeno,6,462,1000,0.0,0.0,0.0
11452,79.0,1988/89,4.0,Centeno,6,469,6000,1000.0,700.0,700.0
11486,79.0,1988/89,4.0,Girasol,6,210,1000,1000.0,2000.0,2000.0
11516,79.0,1988/89,4.0,Girasol,6,413,4500,4500.0,10400.0,2311.0
11520,79.0,1988/89,4.0,Girasol,6,462,9500,9500.0,20000.0,2105.0
11521,79.0,1988/89,4.0,Girasol,6,469,38500,38000.0,72200.0,1900.0
11543,79.0,1988/89,4.0,Girasol,6,686,1000,1000.0,2200.0,2200.0
11548,79.0,1988/89,4.0,Girasol,6,714,1000,1000.0,2000.0,2000.0
11608,79.0,1988/89,4.0,Lino,6,469,100,100.0,90.0,900.0
11660,79.0,1988/89,4.0,Maíz,6,210,21000,21000.0,91000.0,4333.0
11690,79.0,1988/89,4.0,Maíz,6,413,29400,29400.0,127000.0,4320.0
11694,79.0,1988/89,4.0,Maíz,6,462,11000,11000.0,28000.0,2545.0
11695,79.0,1988/89,4.0,Maíz,6,469,24000,19000.0,65000.0,3421.0
11717,79.0,1988/89,4.0,Maíz,6,686,19500,18500.0,71000.0,3838.0
11722,79.0,1988/89,4.0,Maíz,6,714,22000,21000.0,72000.0,3429.0
11754,79.0,1988/89,4.0,Mijo,6,469,2000,1290.0,1430.0,1109.0
11817,79.0,1988/89,4.0,Soja total,6,210,49000,49000.0,85000.0,1735.0
11840,79.0,1988/89,4.0,Soja total,6,413,54000,54000.0,92000.0,1704.0
11842,79.0,1988/89,4.0,Soja total,6,462,20000,20000.0,34000.0,1700.0
11843,79.0,1988/89,4.0,Soja total,6,469,33000,32400.0,62000.0,1914.0
11860,79.0,1988/89,4.0,Soja total,6,686,51000,51000.0,100000.0,1961.0
11863,79.0,1988/89,4.0,Soja total,6,714,72000,72000.0,125000.0,1736.0
11908,79.0,1988/89,4.0,Sorgo,6,462,2000,0.0,0.0,0.0
11909,79.0,1988/89,4.0,Sorgo,6,469,5000,4800.0,20000.0,4167.0
11966,79.0,1988/89,4.0,Trigo total,6,210,24500,24500.0,61250.0,2500.0
